0,1,2
-82183,5,8537.93
-76712,6,8474.77
-69931.1,1.6,8398.373
-61380#,300#,8304#
-47980#,580#,8161#
-34470#,400#,8134#
-46266,13,8244.51
-59818,7,8372.20
-67321,11,8439.42
-76373,8,8522.11
-79791,8,8548.47
-86193.0,0.3,8604.663
-86021.0,1.4,8595.118
-89227.4,0.3,8619.359
-85591,18,8575.17
-85213,18,8563.57
-78138,5,8484.99
-74194.6,1.7,8437.737
-64178.1,2.2,8329.749
-57150,240,8251.6
-28580#,500#,8075#
-42567,20,8206.18
-55325,8,8324.74
-65055,7,8413.33
-73161,8,8485.84
-78891,4,8534.84
-83520.0,0.3,8572.916
-86345,24,8593.14
-87958.1,0.4,8601.366
-87412,6,8588.22
-85432,5,8560.86
-81334,5,8512.55
-75836.5,1.5,8450.366
-68545,12,8370.43
-60310,300,8281.1
-37250,80,8152.7
-52160,70,8291.2
-61173,4,8371.92
-71581,9,8466.29
-76298.3,2.5,8504.867
-83561,8,8568.40
-84573,9,8570.65
-89106.4,0.4,8607.428
-86783,6,8576.98
-87903.0,0.4,8580.289
-82247,8,8517.17
-79659.7,1.7,8484.132
-70695,5,8388.57
-64930,100,8324.4
-51100#,400#,8181#
-33160#,400#,8112#
-47280#,200#,8242#
-58457,11,8342.63
-67809,9,8425.83
-75029,4,8488.33
-80954,9,8538.27
-84604,10,8566.10
-87267.2,0.4,8584.366
-88031.7,2.3,8584.193
-87457.0,0.9,8571.017
-84803,4,8537.65
-80651.6,1.8,8489.755
-74632,9,8423.72
-67090#,100#,8343#
-56670#,300#,8234#
-27450#,500#,8057#
-43760#,300#,8206#
-54080#,200#,8298#
-65718,9,8402.32
-71811.0,1.8,8453.383
-80344,9,8527.91
-82499,25,8541.11
-88095.8,2.5,8587.400
-86959.3,2.3,8568.950
-89395.1,1.3,8584.848
-85116,4,8536.18
-83968.4,1.7,8517.623
-76183,6,8435.24
-71627,6,8383.91
-59300#,100#,8258#
-49630,320,8157
-38190#,500#,8152#
-50570#,400#,8262#
-61458,12,8358.60
-69916,4,8431.69
-77331,9,8494.86
-82290,40,8534.6
-85934.5,2.5,8561.902
-87851.3,2.5,8572.705
-88417.9,1.1,8570.651
-87071,5,8550.37
-84333.8,1.4,8516.853
-79641,10,8464.70
-73338,4,8397.23
-64015,22,8300.99
-52810,300,8186.8
-34300#,600#,8114#
-45790#,500#,8215#
-58750#,200#,8330#
-66202.7,1.4,8393.266
-76128,9,8479.52
-79776,12,8506.56
-86323,5,8560.94
-86363,5,8553.93
-89907.5,1.1,8579.993
-86942,3,8544.640
-87132.2,1.1,8539.049
-80608,12,8470.12
-77354,5,8432.04
-66473,7,8322.01
-58220,100,8236.8
-43300#,400#,8089#
-28250#,700#,8057#
-41970#,500#,8178#
-54020#,300#,8284#
-63724,8,8367.09
-72545,9,8442.22
-78750,9,8492.90
-83863,9,8533.37
-86864,12,8554.10
-88372.7,1.2,8560.895
-88406.7,2.4,8553.901
-86990.3,1.7,8533.352
-83567,10,8494.04
-78512,5,8439.49
-70653,4,8358.73
-60660#,100#,8258#
-49430#,300#,8146#
-36780#,600#,8129#
-50950#,400#,8253#
-59545,8,8325.66
-70749,9,8422.16
-75923,9,8462.82
-83661,9,8527.23
-85031,14,8532.67
-89524.2,1.1,8567.024
-87606.8,2.4,8542.026
-89252.4,1.1,8550.020
-84120,9,8495.25
-82070,5,8469.03
-72445,5,8372.67
-65782,5,8303.72
-52770#,100#,8176#
-42630,380,8075
-32480#,700#,8089#
-45730#,500#,8204#
-56690,430,8297
-66659,11,8381.42
-74283,10,8444.18
-80738,9,8496.23
-84999,4,8528.14
-87606.5,1.1,8544.882
-88719.4,1.3,8547.916
-88504.3,1.5,8538.765
-86490,4,8513.10
-82630,8,8470.52
-76251,5,8404.82
-67715,4,8319.33
-57673,7,8220.02
-46170,300,8107.3
-42220#,500#,8171#
-52310,840,8255
-64536,24,8359.29
-71035,9,8411.26
-80073,9,8486.31
-82829,18,8504.26
-88330.9,0.6,8547.163
-87457.3,1.3,8532.109
-90348.0,0.4,8551.275
-86470,12,8508.91
-85842,14,8496.09
-77450,6,8412.68
-72230,7,8358.12
-60470,60,8244.1
-51920,100,8159.3
-36480#,600#,8118#
-48960#,300#,8223#
-59940,13,8315.29
-69025,11,8390.09
-76785,10,8452.96
-82304,7,8495.63
-85985.9,0.7,8521.750
-88215.4,1.5,8534.788
-89252.2,0.4,8537.080
-88392,3,8522.28
-85939,5,8493.13
-80837,9,8440.12
-73587,6,8367.76
-64954,5,8282.93
-54520#,120#,8182#
-42900#,200#,8070#
-32420#,700#,8081#
-44070#,300#,8178#
-57480#,200#,8291#
-65259,6,8353.62
-75631,10,8439.24
-79730,40,8468.9
-86321,7,8520.72
-86583.7,2.4,8516.081
-90574.86,0.25,8544.731
-87990,4,8514.67
-88655.05,0.29,8513.619
-81599,18,8443.63
-77568,8,8400.65
-67063,10,8299.88
-60026,8,8230.06
-46420#,120#,8102#
-26340#,300#,8027#
-40210#,400#,8143#
-52650#,300#,8246#
-62812,3,8329.465
-71870,40,8402.7
-78767,7,8456.82
-83590,7,8492.58
-87027,17,8516.07
-89043.29,0.24,8526.987
-89367.12,0.19,8522.930
-88328.1,1.6,8506.812
-84417,17,8465.28
-78347,28,8404.64
-71120,8,8333.75
-62204,7,8247.93
-51765,9,8148.62
-39710#,300#,8035#
-34960#,500#,8097#
-49680#,300#,8219#
-58600,430,8290
-70221,4,8385.34
-75710,70,8426.6
-83490,7,8488.01
-84931,5,8493.78
-90014.93,0.28,8531.513
-88569.8,0.3,8511.974
-90559.735,0.029,8522.567
-84497,20,8462.52
-81890,24,8432.79
-72639,20,8344.78
-67086,11,8289.21
-54690,90,8173.6
-45910,100,8089.7
-30880#,500#,8061#
-44550#,400#,8173#
-55800#,200#,8264#
-66105,25,8346.81
-74229,7,8410.65
-80426,14,8457.73
-84983,18,8490.56
-88084.5,0.7,8510.725
-89536.357,0.012,8516.547
-90033.846,0.015,8514.070
-87003,16,8480.92
-82063,28,8431.15
-76338,29,8374.57
-68657,12,8300.97
-59700#,100#,8216#
-48920#,200#,8116#
-25230#,300#,8012#
-41210#,500#,8143#
-51210#,300#,8223#
-64069,4,8326.88
-70740,70,8377.6
-79831,7,8449.28
-82543,3,8465.907
-88712.49,0.16,8512.351
-88249.76,0.22,8501.618
-91525.98,0.10,8523.117
-86822,5,8475.82
-85264,24,8455.64
-77420,80,8381.3
-73047,13,8336.84
-62040#,100#,8235#
-54380#,200#,8162#
-40050#,320#,8032#
-35690#,500#,8096#
-48140#,400#,8195#
-59490,430,8286
-68897,9,8359.28
-76424,7,8416.92
-82182,14,8459.45
-86418.4,1.0,8488.974
-88943,5,8503.87
-90397.7,0.5,8509.612
-88640,8,8487.90
-85096,13,8450.92
-80439,26,8404.43
-74185,10,8344.30
-66490,60,8271.9
-57460,250,8188.0
-46270#,200#,8086#
-32370#,500#,8067#
-43290#,400#,8153#
-57000#,200#,8263#
-64887,24,8322.85
-75388.4,2.5,8405.220
-79553.8,2.5,8433.890
-86702,20,8487.83
-87228,8,8485.67
-91652.8,0.5,8516.534
-87996,3,8478.916
-87691,18,8469.70
-80971,20,8406.12
-78079,10,8374.98
-68409,13,8286.41
-62200#,200#,8227#
-49620#,300#,8114#
-26580#,300#,8019#
-40170#,500#,8126#
-52080#,300#,8220#
-62823,9,8303.40
-71407,8,8368.96
-78646,15,8423.21
-83980,40,8461.4
-87699,7,8486.14
-90065.0,0.7,8499.449
-89476,7,8487.92
-87183,7,8462.08
-83778,22,8426.89
-78794,10,8378.44
-72305,14,8317.33
-64590,200,8245.9
-55020#,300#,8159#
-43820#,500#,8058#
-35000#,500#,8083#
-49720#,400#,8199#
-58620#,200#,8266#
-70279.6,2.3,8357.082
-75652,4,8395.33
-83957,4,8458.02
-85730,40,8466.3
-91097.7,0.9,8504.488
-88417,7,8475.63
-89362.2,1.8,8476.986
-83747,15,8423.67
-82172,12,8404.03
-73889,10,8328.48
-68890,300,8280.3
-57570#,300#,8179#
-49730#,500#,8108#
-31540#,500#,8054#
-44620#,400#,8156#
-56250,620,8245
-66182,3,8320.858
-74403,12,8382.33
-81073.8,1.9,8430.997
-85835,27,8463.88
-89196.6,1.0,8485.196
-89599.2,2.5,8482.057
-88543,26,8466.86
-86246,5,8441.41
-82481,10,8403.83
-77102,14,8352.92
-70740,140,8293.9
-62190#,300#,8217#
-52690#,400#,8132#
-41550#,500#,8033#
-26310#,300#,8011#
-41780#,500#,8132#
-51880#,300#,8208#
-64616,20,8305.98
-71110,40,8352.8
-80612.4,2.3,8424.267
-83570,50,8442.1
-89940.0,2.4,8487.897
-88334.2,2.5,8468.322
-90313.3,1.4,8478.131
-86079,5,8437.01
-85355,11,8424.66
-78140,30,8359.15
-74609,28,8323.76
-64540#,300#,8235#
-57870#,400#,8174#
-44780#,500#,8060#
-36550#,500#,8089#
-49190#,400#,8185#
-60430,790,8270
-69570,30,8337.97
-77414.2,2.7,8395.396
-83429,20,8437.94
-87814.7,2.5,8467.231
-89222.9,1.4,8472.320
-89171.0,1.4,8465.537
-87943,4,8449.190
-85248,10,8420.92
-81044,12,8380.38
-75655,12,8330.21
-68650#,200#,8267#
-60290#,300#,8193#
-50230#,400#,8104#
-33590#,600#,8065#
-44710#,400#,8148#
-58400#,300#,8252#
-66230,250,8308.9
-76699.4,2.6,8387.018
-80870,30,8414.32
-88231.5,1.3,8467.400
-87619.1,1.4,8456.152
-90524.1,1.4,8473.270
-87364.6,2.3,8441.481
-87667.4,1.4,8437.614
-81741,9,8383.51
-79090,12,8355.82
-70260,60,8278.3
-64920#,300#,8229#
-53150#,400#,8128#
-44830#,500#,8054#
-28370#,300#,8023#
-41830#,500#,8124#
-53960#,400#,8215#
-64520,430,8293
-73348.1,2.9,8357.682
-80412.3,1.8,8407.937
-85893.7,1.3,8445.529
-88255.1,2.5,8458.161
-89021.8,1.4,8458.036
-88836.0,1.4,8450.291
-87199.4,1.4,8430.939
-84090,8,8399.80
-79669,11,8358.18
-73759,26,8304.64
-66660#,200#,8242#
-58070#,300#,8167#
-48070#,400#,8080#
-37200#,500#,8087#
-51790#,400#,8197#
-60720#,200#,8261#
-72255.7,2.3,8346.739
-77809,4,8384.61
-86015,11,8443.52
-86390,30,8440.31
-90064.2,1.4,8463.240
-87910,4,8439.938
-89146.387,0.006,8443.538
-84351,10,8399.27
-82670,12,8379.72
-74970,90,8312.4
-70821,28,8273.26
-60320#,200#,8184#
-53380#,300#,8122#
-39750#,500#,8008#
-33730#,600#,8060#
-47220#,500#,8160#
-58650#,200#,8244#
-68741,6,8316.90
-76880,10,8374.82
-83470,9,8420.55
-86698,5,8439.81
-88280.5,1.4,8446.109
-88983,4,8445.482
-88321,4,8434.11
-86240,6,8411.56
-82818,11,8378.46
-77896,26,8333.54
-71979,29,8280.79
-64540#,200#,8216#
-55910#,300#,8142#
-45310#,400#,8052#
-27340#,300#,8010#
-44390#,500#,8137#
-54710#,300#,8211#
-67238,6,8303.24
-74190.1,1.3,8351.436
-83361,18,8416.97
-84630,19,8420.77
-88993.8,0.7,8448.754
-87738,4,8432.831
-89860.534,0.005,8443.301
-85932,5,8406.50
-85369.2,1.6,8395.988
-78630,50,8337.2
-75534,28,8306.93
-66331,30,8228.91
-60530#,200#,8177#
-48220#,300#,8075#
-39150#,500#,7998#
-37880#,600#,8086#
-51870#,400#,8188#
-63122,5,8269.53
-72834.9,2.0,8338.759
-80591,17,8392.82
-84629,21,8418.06
-87004.9,0.7,8430.410
-88507,3,8435.991
-88696.070,0.005,8431.390
-87499,5,8416.05
-85061,11,8391.08
-81324,21,8356.04
-76288,28,8310.94
-69774,30,8254.38
-62380#,200#,8191#
-53180#,300#,8114#
-42330#,500#,8023#
-32730#,300#,8046#
-45900#,420#,8142#
-61118,22,8252.59
-69906.5,1.8,8314.176
-80132.2,1.9,8386.817
-82286,14,8397.36
-87352.960,0.011,8430.325
-86936,3,8421.101
-89880.474,0.009,8437.731
-86900,8,8408.78
-87256.78,0.29,8405.513
-81627,26,8356.19
-79423,28,8333.22
-71180,60,8263.8
-66596,28,8222.51
-55470#,200#,8131#
-47700#,400#,8065#
-33510#,540#,7950#
-25740#,300#,7993#
-40750#,500#,8102#
-55212,19,8206.12
-68024.4,2.2,8297.954
-77265,4,8362.518
-81981.4,2.1,8392.553
-85211.02,0.06,8411.234
-87442.7,0.6,8422.298
-88413.575,0.005,8423.737
-88055.57,0.18,8415.032
-86679.0,0.4,8398.551
-83769,28,8370.37
-79710,30,8333.40
-74300,50,8286.1
-67768,28,8230.30
-59770#,200#,8163#
-50280#,400#,8085#
-39460#,400#,7996#
-34400#,500#,8053#
-50470,60,8169.1
-62410,60,8253.7
-76546.6,2.0,8354.873
-79635.3,2.5,8372.345
-85188,3,8408.486
-85704,4,8406.46
-89278.975,0.005,8427.623
-87152.7,1.0,8405.588
-88434.9,1.1,8409.375
-83720,40,8367.76
-82469,20,8352.32
-75227,29,8291.54
-71426,24,8256.81
-61630#,150#,8177#
-55140#,300#,8122#
-42200#,400#,8018#
-29080#,500#,8013#
-44140#,200#,8121#
-57690#,200#,8217#
-70873.9,1.9,8310.089
-78924,3,8364.730
-82937.1,2.1,8389.025
-85857,6,8405.10
-87643.6,2.4,8412.648
-88070.943,0.008,8409.979
-87553.5,1.0,8400.206
-85494,28,8378.84
-82418,16,8349.83
-77938,12,8310.26
-72330,50,8262.2
-65410,50,8204.3
-57230#,300#,8137#
-47240#,300#,8056#
-36060#,500#,7966#
-39460#,300#,8086#
-51970#,200#,8173#
-66434,3,8275.172
-74019,3,8325.940
-82533.8,2.7,8383.644
-84043,5,8389.07
-88125.834,0.006,8413.699
-86891.165,0.016,8398.647
-88950.00,0.25,8408.173
-85219,20,8374.49
-84833,20,8365.77
-78528,20,8312.88
-75646,12,8285.54
-66760,40,8213.4
-61380#,200#,8167#
-49800#,300#,8075#
-41530#,400#,8008#
-32820#,400#,8036#
-47110#,300#,8136#
-60632,3,8230.688
-69690.3,2.6,8291.989
-77728.8,1.7,8345.738
-83779.2,2.1,8384.761
-86413,4,8398.478
-87582.0,0.4,8401.339
-87850.65,0.25,8397.534
-86643,9,8382.80
-84616,10,8361.99
-80936,12,8328.93
-76214,19,8288.15
-70060,80,8236.8
-62860,150,8177.6
-54150#,200#,8107#
-44250#,400#,8028#
-33050#,400#,7939#
-40970#,300#,8091#
-56170#,200#,8197#
-64507,6,8252.25
-74425.3,2.3,8319.430
-79545,14,8351.32
-86429.170,0.007,8396.189
-86338.9,1.9,8389.772
-88887.08,0.24,8402.757
-86040,50,8376.1
-86508.5,0.3,8373.762
-81340,11,8330.01
-79199,12,8308.51
-71170,70,8243.7
-66811,12,8205.92
-56240#,200#,8122#
-49090#,300#,8064#
-35900#,500#,7961#
-35830#,400#,8053#
-50150#,300#,8152#
-60060,50,8218.5
-69303.8,2.1,8280.236
-76356,8,8326.00
-82383.41,0.10,8364.287
-86545.8,0.3,8388.958
-87721.40,0.25,8391.829
-87140.9,1.6,8381.881
-85918.8,0.4,8367.250
-83202,8,8341.71
-79584,12,8309.59
-74073,13,8263.65
-67992,29,8213.55
-60146,4,8150.57
-51210#,300#,8080#
-40970#,400#,7999#
-45510#,400#,8118#
-54650#,300#,8178#
-65696,4,8252.579
-71980,6,8292.45
-79972.2,2.8,8344.691
-82887,9,8360.14
-88261.81,0.25,8393.422
-86513.4,0.4,8375.083
-87565.9,0.5,8377.041
-83129,10,8339.22
-82017,12,8325.49
-74914,12,8268.36
-71498,12,8237.93
-61750,28,8161.62
-55660#,200#,8112#
-43600#,300#,8019#
-34930#,500#,7950#
-39310#,400#,8073#
-50050#,400#,8144#
-60205,4,8211.772
-68471,4,8265.610
-75644.6,2.1,8311.590
-80701,3,8342.340
-84913.92,0.25,8367.019
-87222.4,0.6,8377.999
-86957.7,2.1,8370.466
-84829,4,8349.521
-82017,28,8323.66
-77501,14,8285.55
-72380,11,8243.08
-65398,13,8187.22
-57630#,200#,8126#
-48130#,300#,8052#
-37700#,500#,7971#
-34490#,300#,8038#
-44390#,600#,8103#
-56367,14,8183.36
-63606,12,8229.47
-72986.5,2.3,8290.888
-77050,8,8314.32
-83268,8,8353.15
-84312.1,0.6,8355.020
-88074.2,1.3,8376.304
-84686,6,8346.52
-84257,3,8337.864
-78212,24,8289.10
-75456,12,8263.82
-66990,50,8197.7
-61782,28,8154.98
-50480,800,8069
-42830#,400#,8008#
-29320#,500#,7906#
-39540#,500#,8069#
-50670#,400#,8142#
-59927,16,8202.26
-68197.3,2.9,8255.365
-74477,9,8294.36
-79732,5,8326.08
-82930,4,8343.205
-85431.1,1.3,8355.396
-86014.5,1.5,8353.985
-84192,3,8335.507
-80523,14,8303.94
-75934,9,8265.85
-69926,13,8217.69
-63224,20,8164.61
-54540,110,8097.5
-45380#,300#,8027#
-34360#,400#,7943#
-33610#,300#,8027#
-46550#,500#,8113#
-54803,5,8165.25
-65229.6,2.7,8233.170
-70515,7,8264.88
-77842,6,8310.97
-80024,6,8320.83
-84532.9,2.4,8347.070
-83786.4,1.5,8336.303
-85950.1,1.3,8346.031
-81142,24,8306.66
-78981.9,1.9,8285.941
-71310,30,8226.40
-66960,28,8190.26
-56560,700,8112
-50120#,730#,8061#
-37250#,400#,7965#
-27930#,500#,7893#
-40530#,500#,8070#
-50790#,200#,8137#
-60203,5,8196.89
-67676,8,8243.67
-73937,7,8281.99
-78171,7,8306.13
-81606.4,2.4,8324.676
-83068.2,1.8,8329.428
-84002.3,1.3,8330.489
-82960.7,2.9,8317.734
-79517.1,2.7,8288.183
-74241,11,8245.82
-68230,200,8198.3
-60420,50,8138.2
-52169,13,8075.05
-42050#,300#,7999#
-31160#,400#,7917#
-36220#,300#,8040#
-45330#,400#,8098#
-56872,5,8172.88
-63271,20,8211.89
-71767,7,8265.45
-74850,13,8281.43
-80431.9,2.8,8314.761
-80750.6,2.7,8311.541
-83748.0,1.3,8326.924
-81416.1,2.9,8305.297
-81965.6,1.5,8303.680
-75619,11,8254.17
-71760,28,8221.94
-62368,28,8151.29
-56570,7,8105.59
-44610,8,8017.10
-36610#,200#,7956#
-22160#,400#,7850#
-30010#,300#,7998#
-41130#,500#,8069#
-51493,11,8135.09
-60054,9,8188.73
-67516,8,8234.80
-72835,12,8266.09
-77070,30,8289.88
-79626,7,8302.13
-81432.0,1.3,8309.188
-81267.5,2.8,8302.658
-80651.4,1.5,8293.014
-77992,3,8269.274
-72927,20,8228.95
-66400,110,8178.5
-58243,7,8116.89
-49120,7,8048.58
-39240#,200#,7975#
-27580#,200#,7889#
-35540#,300#,8031#
-47955,24,8110.42
-55310.4,2.9,8155.437
-64866.3,1.8,8215.529
-69221.2,1.7,8239.999
-75626,15,8278.51
-76670,30,8280.33
-80925.9,1.3,8304.093
-79454,4,8288.655
-80996,3,8293.858
-77118,6,8261.93
-76086,4,8249.507
-67760,40,8187.1
-62555,7,8146.11
-51238,7,8063.24
-44322,7,8010.51
-31060#,200#,7914#
-31200#,300#,8001#
-42400#,200#,8072#
-51920,8,8131.80
-60264,20,8183.24
-66678,11,8221.55
-72014,9,8252.53
-75444,16,8270.54
-78146.8,1.3,8283.604
-79042.0,1.3,8284.371
-79266.0,1.3,8280.573
-77544.6,2.6,8263.541
-75356.9,1.9,8243.337
-70743,8,8206.62
-64196,9,8156.77
-55757,5,8094.04
-46610,40,8026.48
-35974,7,7948.82
-38650#,300#,8047#
-46911,13,8097.55
-57544.9,1.5,8164.112
-62709,19,8193.72
-70398,11,8240.39
-72535,15,8249.54
-77408.1,2.1,8277.178
-76866,6,8268.23
-79336.1,1.2,8279.633
-76297,10,8253.82
-76269.4,1.5,8248.340
-70537,12,8204.32
-67859,9,8180.94
-57990,80,8109.0
-51479,10,8059.69
-38765,10,7968.50
-30230#,400#,7906#
-33000#,300#,8009#
-43300#,400#,8073#
-52830.6,2.5,8131.850
-60220,200,8176.2
-66670,10,8214.23
-71039,10,8238.30
-74375.5,2.1,8255.444
-76064.4,2.2,8261.528
-77135.9,1.2,8263.468
-76441,4,8253.556
-75127,3,8239.486
-71489,4,8209.815
-67694,9,8179.10
-61646,12,8133.26
-53742,28,8074.96
-43940#,200#,8004#
-33330#,300#,7927#
-28990#,300#,7983#
-38170#,400#,8039#
-49890,6,8111.84
-56311.1,2.5,8149.434
-64847,12,8201.12
-68301,9,8218.93
-73680.0,1.1,8249.579
-73597,20,8243.81
-77051.3,1.1,8261.624
-74792,6,8241.35
-75764,6,8242.61
-71106,7,8206.34
-69310,4,8189.150
-61946,14,8134.84
-57831,17,8102.20
-46490#,200#,8021#
-38830#,300#,7965#
-24770#,300#,7866#
-34280#,500#,8013#
-44940#,400#,8079#
-53310,440,8129.0
-61225,18,8176.28
-66780,12,8207.88
-70943.2,1.1,8230.274
-73386,5,8241.27
-74576.5,1.1,8243.973
-74653.1,1.2,8239.300
-74188.9,3.0,8231.045
-71624,4,8208.874
-68752,3,8184.679
-63623,8,8145.53
-58266,16,8104.87
-50772,19,8050.06
-41540,300,7983.8
-30300#,300#,7904#
-29130#,500#,7980#
-41610#,400#,8057#
-49290#,300#,8102#
-58980#,200#,8161#
-63758,19,8187.10
-70150,24,8224.01
-71254,26,8226.13
-74763.0,1.0,8244.065
-72888.5,1.2,8226.585
-74707.3,1.0,8233.404
-70720,40,8202.01
-70118,5,8192.92
-63605,13,8144.92
-60500,9,8119.35
-51720,50,8056.4
-46270,150,8015.4
-33420#,200#,7926#
-36470#,400#,8023#
-46060#,300#,8081#
-54910#,200#,8134#
-61568,12,8172.04
-67330.4,2.7,8204.583
-70648,9,8221.15
-72560.1,1.0,8228.537
-73367.5,1.2,8228.701
-72882.9,1.0,8220.421
-71314,4,8205.050
-69143,4,8185.751
-65012,5,8153.64
-60467,9,8118.82
-53973,12,8071.26
-47160#,200#,8022#
-38380,150,7959.1
-27300#,300#,7882#
-32920#,500#,8001#
-41530#,300#,8051#
-52220#,200#,8116#
-57860,100,8147.3
-65579.6,1.0,8192.349
-68267,25,8204.72
-72455.6,1.3,8226.838
-71738.4,1.2,8217.101
-73706.4,1.0,8224.800
-70160,50,8196.67
-70394,7,8193.13
-64639,8,8150.68
-62605,5,8132.39
-54427,14,8074.21
-49932,17,8039.94
-39670#,200#,7968#
-32730#,300#,7918#
-37930#,400#,8028#
-47780#,300#,8087#
-55415,17,8131.04
-62284,9,8170.31
-66940,5,8195.30
-70191.2,1.3,8211.226
-71818.3,1.3,8216.676
-72070.3,1.0,8213.254
-71250,10,8202.92
-69156,10,8184.36
-66040,17,8159.21
-62209,6,8129.44
-56626,10,8088.38
-50503,17,8043.82
-42545,19,7987.44
-34310#,300#,7929#
-23990#,300#,7858#
-33050#,400#,7997#
-44820#,300#,8068#
-51449.3,1.0,8105.234
-60202.1,1.3,8156.326
-64166.8,1.2,8176.726
-69361,9,8205.01
-70083,4,8204.619
-72535.3,1.0,8215.325
-70091,4,8194.641
-70529.4,1.0,8192.437
-65540,40,8155.43
-64212,25,8141.91
-56834,14,8089.60
-53266,9,8061.71
-43700,50,7995.4
-37820,150,7952.7
-26000#,300#,7872#
-29070#,300#,7972#
-39930#,400#,8037#
-48435,3,8085.817
-56494.1,2.1,8132.167
-62297,7,8164.15
-66678,4,8187.064
-69459,4,8199.798
-70823.9,1.0,8203.507
-70763.8,1.0,8198.142
-69425,5,8184.63
-66833,23,8163.14
-63414,27,8136.38
-58709,28,8101.43
-53420,11,8062.76
-46440,12,8013.31
-38860#,200#,7960#
-29600,150,7896.1
-19690#,400#,7828#
-36540#,400#,8015#
-44150#,300#,8059#
-53835.1,1.3,8114.953
-59106.1,0.9,8143.362
-65252,5,8177.31
-67270.5,2.0,8185.132
-70690.0,1.0,8201.823
-69470.9,1.3,8189.156
-70407.2,2.3,8190.130
-66187,27,8158.47
-65304,25,8147.93
-58703,25,8101.20
-56010,8,8079.20
-47212,15,8018.57
-42102,17,7981.28
-31120#,200#,7907#
-23690#,300#,7855#
-31340#,500#,7983#
-40770#,400#,8037#
-49724,30,8088.82
-56554,10,8126.86
-62208,6,8157.50
-66043,4,8176.699
-68561.9,1.0,8187.618
-69532.6,1.1,8188.803
-69167.2,1.4,8181.584
-67330,3,8165.107
-64561,4,8142.774
-60570,28,8112.75
-55834,18,8078.04
-49710,40,8034.60
-42853,17,7986.56
-34439,20,7928.73
-25430#,300#,7867#
-14810#,310#,7795#
-36200#,400#,8009#
-46720,50,8069.97
-52894.6,2.0,8103.640
-60233.2,2.0,8144.616
-63493.4,0.9,8160.103
-67942.1,1.1,8183.017
-67836.5,1.1,8177.468
-69672.4,0.7,8184.053
-66382,15,8158.60
-66064,24,8151.72
-60300,30,8110.81
-58163,5,8092.56
-50270,60,8038.3
-45939,10,8006.38
-35820,50,7938.3
-29330,150,7892.8
-16880#,300#,7810#
-32490#,500#,7986#
-42230#,400#,8042#
-50087,9,8086.00
-56672,7,8122.04
-61792,10,8148.98
-65506.1,1.5,8167.193
-67461.8,1.2,8174.481
-68055.5,0.7,8173.309
-67196.3,2.2,8163.113
-65201,9,8145.86
-61899,28,8120.49
-57834,15,8090.39
-52562,28,8052.78
-46316,23,8009.12
-38779,24,7957.45
-30510#,200#,7901#
-20840,150,7836.3
-10200#,400#,7765#
-39010#,400#,8022#
-46040#,300#,8061#
-54379,4,8107.574
-58722.9,1.3,8129.559
-64281,4,8159.037
-65879.5,2.0,8164.077
-68181.2,0.7,8173.456
-66041,3,8155.413
-66334.2,0.8,8152.396
-61477,26,8117.59
-59821,15,8102.53
-52830,80,8054.6
-49168,9,8027.12
-39780,60,7964.3
-33999,18,7923.82
-22450#,200#,7848#
-14500#,300#,7794#
-34080#,500#,7992#
-42960#,400#,8042#
-50600,7,8084.17
-56573.8,0.9,8116.017
-61388.6,0.8,8140.756
-64596,4,8155.632
-66380.9,0.7,8161.784
-66378.0,0.7,8156.967
-65167,5,8144.740
-62728,6,8124.98
-59294,15,8099.11
-54791,28,8066.68
-49269,26,8028.01
-42530,40,7981.89
-34910,60,7930.3
-26002,19,7870.87
-16340#,300#,7807#
-5310#,400#,7734#
-38360#,400#,8014#
-47925,4,8067.780
-53232.1,2.1,8095.369
-59693.7,1.0,8129.998
-62105.0,1.9,8139.930
-65967.6,0.7,8158.713
-64980.5,1.4,8147.923
-65942.6,0.7,8149.019
-61909,25,8119.65
-61012,15,8109.41
-54642,28,8065.80
-51818,16,8043.81
-43283,28,7987.00
-38236,10,7951.45
-27470,50,7881.1
-20420,150,7833.3
-7480#,320#,7750#
-34670#,500#,7992#
-43510#,400#,8041#
-50729,5,8080.05
-56525.8,1.3,8110.443
-60588.8,1.5,8130.326
-63612.3,0.7,8143.908
-64898.0,0.8,8146.959
-64521.4,0.9,8139.935
-62930.0,1.7,8125.549
-60295,27,8104.84
-56442,27,8076.75
-51636,28,8042.87
-45848,14,8003.05
-38861,26,7955.97
-30659,24,7901.52
-21750#,200#,7843#
-11600#,160#,7776#
-320#,400#,7703#
-40450#,400#,8023#
-46750#,100#,8056#
-54370.9,1.6,8097.226
-57808.8,1.5,8113.223
-62584.5,0.8,8137.279
-63070.3,0.8,8135.493
-64924.1,0.3,8141.948
-61886,12,8118.94
-61594,7,8112.46
-56021,30,8074.18
-53859,28,8056.44
-46098,28,8004.97
-41887,9,7974.90
-31840,90,7909.6
-25432,18,7866.34
-13310#,200#,7789#
-4780#,300#,7733#
-35330#,500#,7992#
-43770#,400#,8038#
-50776,5,8075.54
-55883.1,1.9,8101.441
-59911,4,8120.878
-62279,5,8130.37
-63289.26,0.29,8131.735
-62543.1,1.3,8122.583
-60590,4,8106.202
-57530,40,8083.17
-53468,28,8054.18
-48351,28,8018.86
-42093,19,7976.70
-34830#,40#,7929#
-26500,80,7874.0
-17072,18,7812.83
