0,1,2
127,941270#,320#
127,927817,7
127,920353.6,1.4
127,910508,19
127,909146,20
127,904461.2,0.8
127,905809,4
127,903530.753,0.006
127,907748,6
127,908352.4,1.7
127,915590,60
127,918910,30
127,928790,30
127,935020#,220#
127,948230#,320#
127,957970#,540#
128,959330#,640#
128,944320#,430#
128,932236,6
128,921808.5,2.1
128,913482,19
128,909147,23
128,906596.4,0.8
128,904984,3
128,904780.857,0.005
128,906066,5
128,908683,11
128,912696,23
128,918100,30
128,925100,30
128,933040#,220#
128,942910#,320#
128,954560#,540#
129,964860#,320#
129,950730#,460#
129,934388,24
129,924952.3,1.9
129,913974.5,2.0
129,911663,15
129,906222.745,0.012
129,906670,3
129,903509.347,0.010
129,906709,9
129,906326.0,0.3
129,912369,28
129,914740,30
129,923590,70
129,928510,30
129,940450#,220#
129,948790#,430#
129,964020#,580#
130,972370#,320#
130,956250#,540#
130,940728,21
130,926972.8,2.4
130,917053,4
130,911989.3,2.2
130,908522.21,0.07
130,906126.4,0.6
130,905084.128,0.005
130,905468.46,0.19
130,906946.3,0.4
130,910070,30
130,914430,40
130,920230,50
130,927248,30
130,935830#,220#
130,946020#,430#
130,957630#,430#
131,963070#,540#
131,945820,60
131,933000,60
131,917823.9,2.1
131,914508.0,2.6
131,908547,4
131,907994,4
131,904155.083,0.005
131,906437.7,1.1
131,905061.2,1.1
131,910120,40
131,911466,22
131,919240,30
131,923321,26
131,933840#,160#
131,940810#,320#
131,954700#,430#
132,968780#,540#
132,952610#,220#
132,938070#,220#
132,923913.8,2.0
132,915272,3
132,910963.3,2.2
132,907828,6
132,905910.7,2.6
132,905451.959,0.009
132,906007.4,1.1
132,908220,30
132,911520,18
132,916331,13
132,922350,50
132,929780,50
132,938560#,320#
132,949290#,320#
132,961290#,540#
133,957640#,320#
133,944210#,220#
133,928680,3
133,920537,3
133,911396.4,2.9
133,909776,5
133,905393.030,0.006
133,906718.502,0.018
133,904508.25,0.27
133,908514,21
133,908928,22
133,915697,22
133,918790,13
133,928330,50
133,934110#,210#
133,946540#,320#
133,955420#,430#
134,964770#,430#
134,949430#,320#
134,934909,3
134,925184.4,2.8
134,916554.7,1.8
134,910059.4,2.2
134,907231,4
134,905976.9,0.4
134,905688.45,0.26
134,906984,10
134,909161,11
134,913112,13
134,918181,21
134,924790,90
134,932520,170
134,941870#,210#
134,952500#,430#
134,964520#,430#
135,956020#,320#
135,939700#,220#
135,930749,6
135,920101.2,2.4
135,914605,15
135,907214.474,0.007
135,907311.4,2.0
135,904575.80,0.26
135,907630,60
135,907129.3,0.3
135,912677,12
135,914976,13
135,923600,70
135,928276,13
135,939620#,210#
135,947300#,320#
135,961460#,540#
136,961540#,430#
136,946160#,320#
136,935520,60
136,925599.4,2.3
136,918028,9
136,911557.77,0.11
136,907089.3,0.3
136,905827.21,0.27
136,906450.4,1.8
136,907762.4,0.4
136,910679,9
136,914563,13
136,920480,14
136,927010,30
136,935431,5
136,945020#,320#
136,956020#,430#
137,951140#,430#
137,941330#,320#
137,929472,4
137,922726,6
137,914146,3
137,911017,10
137,905247.06,0.27
137,907124.0,0.4
137,905994.2,0.5
137,910757,11
137,911951,12
137,919576,12
137,923244,13
137,933710,30
137,940250#,220#
137,953190#,320#
137,962500#,540#
138,957800#,430#
138,946270#,430#
138,935367,4
138,926493,4
138,918792.2,2.3
138,913364,3
138,908841.16,0.27
138,906362.9,0.7
138,906647.0,2.2
138,908933,4
138,911951,30
138,916799,15
138,922297,12
138,929792,14
138,938130#,210#
138,948330#,320#
138,959530#,540#
139,962970#,320#
139,952350#,640#
139,939487,15
139,931716,13
139,921645.8,2.5
139,917284,9
139,910608,8
139,909487.3,0.7
139,905448.4,1.4
139,909086,7
139,909546,4
139,916036,26
139,918995,13
139,928090,60
139,933670,30
139,945810,860
139,954020#,430#
139,968530#,540#
140,957550#,540#
140,945600#,430#
140,935666,17
140,926787,3
140,920045,10
140,914404,6
140,910971,4
140,908286.0,1.4
140,907659.6,1.6
140,909617,3
140,913555,15
140,918482,9
140,924932,14
140,932126,21
140,941450,110
140,951280#,320#
140,963110#,430#
141,963920#,320#
141,950030#,540#
141,941167,5
141,929973.1,2.9
141,924300,8
141,916433,6
141,914091,7
141,909250.2,2.6
141,910051.6,1.6
141,907728.8,1.3
141,912891,25
141,915209.4,2.0
141,923450,30
141,928120,30
141,939280,750
141,946190#,780#
141,960010#,430#
141,970020#,540#
142,956490#,540#
142,945480#,220#
142,935370,5
142,927347,8
142,920625,7
142,916079,8
142,912392.0,2.6
142,910822.6,1.9
142,909819.8,1.3
142,910938,3
142,914634.8,3.0
142,920299,12
142,926750,220
142,935140,60
142,943994,14
142,954860#,320#
142,966550#,430#
143,961120#,320#
143,951340#,430#
143,938945,6
143,932075,22
143,922955,8
143,919646,14
143,913653,3
143,913310.7,2.9
143,910092.8,1.3
143,912596,3
143,912006.3,1.6
143,918819,12
143,922960,30
143,933050,30
143,939270,8
143,952110,9
143,960700#,210#
143,976210#,430#
144,967780#,320#
144,955850#,540#
144,944720,12
144,935529,10
144,927518,9
144,921808,13
144,917270,40
144,914518,8
144,912579.2,1.4
144,912756,3
144,913417.2,1.6
144,916273,3
144,921710,21
144,928720,120
144,937474,7
144,947267,8
144,957870#,220#
144,970390#,210#
145,961850#,320#
145,948518,26
145,940622,3
145,930363.2,1.9
145,925688.0,1.8
145,918812,16
145,917690,40
145,913122.5,1.4
145,914702,5
145,913047,3
145,917211,6
145,918319,4
145,927250,50
145,932845,7
145,944994,7
145,952418,7
145,966660#,220#
146,966510#,320#
146,954480#,220#
146,944262,9
146,935304,21
146,928418,12
146,922690,9
146,919007,17
146,916106.0,1.4
146,915144.9,1.4
146,914904.4,1.4
146,916752.4,2.8
146,919101.0,2.0
146,924055,9
146,931083,10
146,940142,5
146,949960,40
146,961380,7
147,958510#,320#
147,949639,14
147,938223.0,1.6
147,932679,21
147,924424,12
147,922130,16
147,916899.0,2.2
147,917481,6
147,914829.2,1.3
147,918091,11
147,918121.4,1.6
147,924275,13
147,927150,9
147,937740,90
147,944735,11
147,958384,11
147,967550#,430#
148,964570#,320#
148,953520#,430#
148,943284.0,2.7
148,935350,210
148,928427,11
148,923736,11
148,920154.6,2.2
148,918341.5,2.3
148,917191.2,1.2
148,917937,4
148,919348,4
148,923254,4
148,927328,10
148,933820,13
148,942310,30
148,952830#,220#
148,964220#,320#
149,968880#,320#
149,959020#,430#
149,946441,6
149,939547.5,2.7
149,930384,13
149,926676,10
149,920901.3,1.2
149,920990,22
149,917282.0,1.2
149,919707,7
149,918664,7
149,923665,8
149,925593,5
149,933498,15
149,937916,18
149,950090#,210#
149,958310#,320#
149,973410#,320#
150,963200#,540#
150,951760#,430#
150,942770,470
150,934272,19
150,928309,13
150,923839.4,1.2
150,921217,5
150,919938.9,1.2
150,919856.6,1.3
150,920355,3
150,923109,4
150,926191,3
150,931698,9
150,937449,18
150,945494,21
150,955400,320
150,967470#,320#
151,968730#,540#
151,955330#,430#
151,947090#,320#
151,936680#,220#
151,931553,20
151,924691,26
151,923505,28
151,919738.6,1.1
151,921751.0,1.3
151,919798.4,1.1
151,924080,40
151,924725,5
151,931718,13
151,935050,9
151,944480,60
151,950330,160
151,964120#,210#
152,960850#,430#
152,950550#,320#
152,941050#,220#
152,933904,13
152,927717.9,2.9
152,924156,10
152,922103.6,1.1
152,921236.8,1.3
152,921756.9,1.1
152,923442,4
152,925772,4
152,930207,5
152,935086,10
152,942058,13
152,949370#,220#
152,958800,160
152,970690#,320#
153,964660#,540#
153,955420#,320#
153,943940#,220#
153,937890,110
153,929597.4,1.1
153,926713,27
153,922215.8,1.4
153,922985.7,1.3
153,920873.0,1.1
153,924680,50
153,924429,8
153,930607,9
153,932791,5
153,941570,15
153,946396,19
153,957420#,220#
153,964860#,320#
154,959280#,430#
154,948710#,320#
154,940509,18
154,933136,10
154,928137,5
154,924646.6,1.4
154,922899.8,1.3
154,922629.4,1.1
154,923510,11
154,925758,10
154,929103,19
154,933216,7
154,939210,11
154,945783,18
154,954326,21
154,963170#,320#
154,974250#,320#
155,964520#,430#
155,951880#,320#
155,944766.9,1.1
155,935370.4,1.4
155,931114.1,1.3
155,925538,9
155,924763,4
155,922130.1,1.1
155,924754,4
155,924283.6,1.1
155,929640,40
155,931066,26
155,938986,15
155,942817,10
155,953090,60
155,959400,160
155,972090#,320#
156,968790#,320#
156,957130#,430#
156,948003,3
156,939351.1,2.3
156,933121,8
156,928419,5
156,925433,5
156,923967.4,1.0
156,924031.9,1.1
156,925470,6
156,928252,25
156,931923,28
156,936970,30
156,942651,12
156,950145,13
156,958290#,220#
156,968230,160
156,978860#,430#
157,960770#,430#
157,952600#,320#
157,942205.6,1.4
157,936546.9,1.0
157,929949,5
157,927782.2,2.2
157,924111.2,1.0
157,925419.9,1.4
157,924414.8,2.5
157,928945,29
157,929893,27
157,936980,27
157,939871,9
157,949316,16
157,954801,19
157,966590#,220#
157,974570#,320#
158,966360#,540#
158,956230#,430#
158,946620,30
158,939286,11
158,933217,6
158,929100,5
158,926395.8,1.1
158,925353.7,1.2
158,925745.9,1.5
158,927719,3
158,930691,4
158,934980,30
158,940060,19
158,946640,40
158,953996,18
158,963028,21
158,972700#,320#
158,984110#,330#
159,961140#,430#
159,949840,50
159,943215.3,2.2
159,935337.0,2.1
159,931837.0,1.0
159,927061.2,1.2
159,927174.6,1.2
159,925203.6,0.8
159,928736,16
159,929077,26
159,935260,40
159,937559,6
159,946030,60
159,950683,10
159,961540,60
159,968510,160
159,981880#,320#
160,965120#,540#
160,954660#,430#
160,946230,10
160,939160,7
160,933664,11
160,929676.3,1.6
160,927576.8,1.3
160,926939.4,0.7
160,927861.8,2.3
160,930004,9
160,933550,30
160,937912,16
160,943570,30
160,950278,25
160,958369,26
160,967250#,220#
160,977620,160
160,989050#,430#
161,958120#,430#
161,950570#,320#
161,941622,4
161,936958.3,1.4
161,930992,4
161,929275.4,2.2
161,926804.5,0.7
161,929103,3
161,928787.3,0.8
161,934001,28
161,935779,16
161,943280,80
161,947216,10
161,957290,70
161,963500,19
161,975900#,220#
161,984430#,320#
162,963410#,540#
162,953880#,430#
162,945679,8
162,939265.5,1.0
162,934096.6,0.9
162,930654,4
162,928737.2,0.7
162,928740.3,0.7
162,930040,5
162,932658,6
162,936345,16
162,941180,30
162,947107,28
162,954340,40
162,962520,60
162,972085,20
162,982460#,320#
162,994300#,430#
163,958820#,430#
163,948550,4
163,942852.9,2.2
163,935916.2,1.1
163,933327.6,2.0
163,929180.8,0.7
163,930240.5,1.5
163,929207.7,0.8
163,933538,27
163,934501,16
163,941340,30
163,944371,17
163,953530,30
163,958952,10
163,970510,60
163,978070,160
163,991970#,340#
164,962780#,540#
164,953290#,430#
164,945540,6
164,939317.1,1.4
164,934955.2,1.7
164,931709.4,0.7
164,930329.1,0.8
164,930733.5,1.0
164,932441.8,1.8
164,935270,28
164,939407,28
164,944570,30
164,950780,15
164,958281,28
164,967086,25
164,976650#,220#
164,987550#,170#
164,999660#,430#
165,956580#,430#
165,949810#,110#
165,941630.4,1.7
165,937939.7,1.6
165,932812.8,0.9
165,932291.2,0.8
165,930301.1,0.4
165,933562,12
165,933876,8
165,939860,30
165,942180,30
165,950510,30
165,955032,10
165,965820,90
165,972698,19
165,985720#,220#
165,994870#,320#
166,962070#,540#
166,953010#,430#
166,945490,6
166,940007.0,2.1
166,935682,4
166,933140,6
166,932056.2,0.3
166,932857.2,1.4
166,934954,4
166,938240,40
166,942600,30
166,948090,30
166,954811,20
166,962600#,40#
166,971550,90
166,981672,20
166,992750#,330#
167,966030#,320#
167,957860#,430#
167,948310#,320#
167,943337,5
167,937130,150
167,935520,30
167,932378.28,0.28
167,934178.5,1.8
167,933891.30,0.10
167,938730,40
167,940570,30
167,948050,30
167,951805,14
167,961570,30
167,967799,11
167,979960,60
167,988180,160
168,002720#,430#
168,961720#,540#
168,952880#,430#
168,945810#,320#
168,940320,320
168,936880,22
168,934598.4,0.3
168,934219.0,0.8
168,935184.21,0.19
168,937646,3
168,941260,30
168,946010,30
168,951779,17
168,958766,12
168,967018,28
168,976282,25
168,986620#,220#
168,998080#,320#
169,966870#,540#
169,956150#,540#
169,949860#,320#
169,942340#,220#
169,939630,50
169,935471.9,1.5
169,935807.1,0.8
169,934767.243,0.011
169,938479,18
169,939610,30
169,946180,30
169,949231,14
169,958235,12
169,963579,10
169,975110#,110#
169,982502,20
169,996020#,220#
170,005810#,320#
170,961130#,540#
170,953010#,430#
170,946310#,220#
170,941470,640
170,938037.4,1.5
170,936435.2,1.0
170,936331.515,0.014
170,937918.6,2.0
170,940490,30
170,944480,30
170,949450,30
170,955720,30
170,963180,20
170,971650,40
170,981250,90
170,991882,22
171,003590#,330#
171,964610#,320#
171,957390#,540#
171,948730#,320#
171,944730#,210#
171,939363,4
171,938407,6
171,936386.654,0.015
171,939091.3,2.5
171,939450,26
171,944900,30
171,947290,30
171,955380,40
171,960017,14
171,970610,30
171,977341,11
171,990000,60
171,998860,160
172,960810#,540#
172,953040#,430#
172,947020#,320#
172,942400#,210#
172,939607,5
172,938216.212,0.012
172,938935.7,1.7
172,940510,30
172,943750,30
172,947690,30
172,953240,30
172,959808,16
172,967505,11
172,976450,70
172,986224,24
172,997140#,220#
173,965680#,540#
173,955850#,540#
173,950760#,320#
173,944230#,320#
173,942170,50
173,938867.546,0.012
173,940342.8,1.7
173,940048.4,2.4
173,944450,30
173,946080,30
173,953120,30
173,957063,11
173,966950,12
173,972820,11
173,984910#,110#
173,992871,21
174,960570#,540#
174,953520#,430#
174,947770#,430#
174,943840,50
174,941281.91,0.08
174,940777.2,1.3
174,941511.4,2.5
174,943740,30
174,946720,30
174,951380,30
174,956945,13
174,964150,13
174,972401,20
174,981320,40
174,991440,90
175,963920#,540#
175,957710#,540#
175,949940#,430#
175,947000,110
175,942574.706,0.016
175,942691.7,1.3
175,941409.8,1.6
175,944860,30
175,945630,30
175,951620,30
175,954770,12
175,963626,9
175,968938,14
175,980120,40
175,987349,12
176,000630,90
176,961050#,540#
176,953990#,540#
176,948930#,220#
176,945263.85,0.24
176,943763.6,1.3
176,943230.2,1.5
176,944482,4
176,946640,30
176,950330,30
176,954958,16
176,961302,21
176,968470,16
176,976870,11
176,986280,90
176,996414,23
177,965510#,540#
177,956780#,640#
177,952510#,320#
177,946669,7
177,945960.1,2.4
177,943708.3,1.5
177,945680#,60#
177,945886,16
177,950990,30
177,953253,15
177,961079,20
177,965649,11
177,976057,11
177,982485,12
177,995050#,110#
178,003836,25
178,961270#,540#
178,955020#,430#
178,949930#,220#
178,947333,6
178,945825.7,1.5
178,945939.1,1.6
178,947079,16
178,949990,26
178,953816,17
178,959118,10
178,965359,9
178,973174,13
178,981820,30
178,991120,40
179,002200,90
179,964380#,540#
179,959020#,430#
179,951990#,320#
179,949890,80
179,946559.5,1.5
179,947467.6,2.2
179,946713.3,1.5
179,950792,23
179,952382,17
179,959229,23
179,963038,11
179,972490,5
179,978260,14
179,989920,80
179,997916,13
180,961950#,540#
180,955890#,320#
180,951910,140
180,949110.8,1.5
180,947998.5,1.7
180,948218.7,1.6
180,950062,13
180,953247,27
180,957635,6
180,963090,15
180,970079,21
180,977819,17
180,986260,10
180,996660,90
181,966190#,540#
181,958240#,430#
181,955160#,220#
181,950564,7
181,950154.6,1.7
181,948205.6,0.8
181,951210,110
181,952110,23
181,958076,23
181,961172,14
181,969614,20
181,974689,11
181,985693,13
181,992674,13
182,962430#,430#
182,957360,90
182,953530,30
182,951375.4,1.7
182,950224.4,0.8
182,950821,9
182,953130,50
182,956841,26
182,961596,15
182,967588,10
182,974445,8
182,982193,10
182,991860,30
183,965000#,540#
183,961030#,220#
183,955450,40
183,954010,28
183,950933.2,0.8
183,952528,5
183,952492.9,0.9
183,957480,30
183,959922,16
183,967452,24
183,971718,10
183,981875,11
183,988136,14
184,001350#,130#
184,969430#,540#
184,963540#,320#
184,958860,70
184,955561,15
184,953421.2,0.8
184,952958.3,0.9
184,954046.0,0.9
184,956700,30
184,960614,28
184,965798.9,2.8
184,971891,15
184,978789,22
184,987610,17
184,997600#,90#
185,967450#,430#
185,960900,60
185,958550,60
185,954365.1,1.3
185,954989.2,0.9
185,953837.6,0.8
185,957947,18
185,959351,23
185,965953,23
185,969362,13
185,978655,22
185,984239,12
185,996623,18
186,004403,20
186,970190#,430#
186,964570#,220#
186,960390,60
186,957161.2,1.3
186,955752.2,0.8
186,955749.6,0.8
186,957540,30
186,960617,26
186,964542,24
186,969814,14
186,975905,9
186,983911,5
186,993147,11
187,003030,40
187,974430#,430#
187,966900#,320#
187,963600#,220#
187,958488,3
187,958113.7,0.8
187,955837.3,0.8
187,958835,10
187,959398,6
187,965248.0,2.9
187,967581,7
187,976020,30
187,980879,11
187,992276,12
187,999416,21
188,970850#,320#
188,965690#,220#
188,961560#,220#
188,959228,9
188,958145.9,0.7
188,958723,14
188,960848,11
188,963948,22
188,968190,30
188,973574,9
188,980844,15
188,989195,22
188,998473,24
189,973380#,430#
189,969170#,220#
189,963100,40
189,961800,5
189,958445.4,0.7
189,960543.4,1.5
189,959949.8,0.7
189,964752,4
189,966322,17
189,973842,8
189,978082,13
189,988625,23
189,995102,14
190,971530#,320#
190,966530,50
190,963123,11
190,960928.1,0.7
190,960591.5,1.4
190,961676,4
190,963716,5
190,967158,24
190,971784,8
190,978216,7
190,985787,8
190,994558,8
191,004148,17
191,975200#,430#
191,968200#,220#
191,966090,80
191,961478.8,2.5
191,962602.4,1.4
191,961042.7,2.8
191,964818,17
191,965634,17
191,972230,30
191,975790,6
191,985470,30
191,991340,11
192,003141,30
192,977660#,430#
192,971880#,220#
192,967550,40
192,964149.6,2.5
192,962923.8,1.4
192,962984.5,1.5
192,964138,9
192,966653,17
192,970502,7
192,976136,11
192,982947,8
192,991062,16
192,999928,23
193,009708,27
193,981610#,540#
193,973800#,320#
193,970740#,220#
193,965179.4,2.6
193,965075.7,1.4
193,962683.5,0.5
193,965419.1,2.3
193,965449,3
193,971081,15
193,974012,19
193,982799,6
193,988186,14
193,999231,25
194,006146,18
194,977740#,320#
194,972560#,320#
194,968320,60
194,965976.9,1.4
194,964794.3,0.5
194,965037.8,1.2
194,966706,25
194,969774,12
194,974516,5
194,980649,6
194,988066,6
194,996274,10
195,005420,60
195,979880#,430#
195,976000#,320#
195,969640,40
195,968400,40
195,964954.6,0.5
195,966571,3
195,965833,3
195,970481,13
195,972788,8
195,980667,26
195,985541,6
195,995800,30
196,002120,15
196,984040#,430#
196,978150#,320#
196,973080#,220#
196,969657,22
196,967343.0,0.6
196,966570.1,0.6
196,967214,3
196,969560,15
196,973435,5
196,978865,9
196,985622,11
196,993177,9
197,001621,17
197,011010,60
197,981760#,430#
197,974660#,220#
197,972400#,220#
197,967896.7,2.3
197,968243.7,0.6
197,966769.2,0.5
197,970447,8
197,972015,9
197,979201,30
197,983389,19
197,992798,5
197,998679,14
198,010280,30
198,984190#,430#
198,978240#,220#
198,973810,40
198,970597.0,2.3
198,968766.6,0.6
198,968281.0,0.6
198,969880,30
198,972913,7
198,977673,11
198,983640,6
198,990528,6
198,998325,8
199,007269,15
199,980090#,320#
199,976840#,210#
199,971445,22
199,970757,29
199,968326.9,0.6
199,970964,6
199,971819,11
199,978131,24
199,981812,8
199,990351,26
199,995705,6
200,006580,30
200,984070#,320#
200,978700#,220#
200,974510,50
200,971658,3
200,970303.1,0.8
200,970820,15
200,972870,15
200,976995,13
200,982264,5
200,988417,9
200,995591,11
201,003852,10
201,012815,22
201,986550#,430#
201,982140#,320#
201,975639,27
201,973856,25
201,970643.6,0.8
201,972108.9,2.0
201,972152,4
201,977723,15
201,980739,9
201,988626,30
201,993264,19
202,003330,6
202,009742,16
202,992200#,430#
202,984570#,430#
202,979060#,220#
202,975154,3
202,972872.4,1.8
202,972344.1,1.3
202,973391,7
202,976892,14
202,981416,5
202,986943,11
202,993361,6
203,000941,7
203,009234,10
203,989730#,430#
203,981080#,220#
203,978110#,220#
203,973494.0,0.5
203,973863.4,1.2
203,973043.5,1.2
203,977836,10
203,980310,11
203,987251,24
203,991444,8
204,000652,26
204,006507,10
204,993990#,540#
204,986240#,320#
204,980060#,220#
204,976073,4
204,974427.3,1.3
204,974481.7,1.2
204,977385,5
204,981190,11
204,986061,13
204,991723,5
204,998594,8
205,006231,24
205,015140,60
205,990080#,320#
205,984770#,320#
205,977514,22
205,976110.1,1.4
205,974465.2,1.2
205,978499,8
205,980474,4
205,986646,15
205,990195,9
205,998661,30
206,003828,19
206,014480,70
206,995560#,430#
206,988580#,320#
206,982300,30
206,977419,6
206,975896.8,1.2
206,978470.6,2.6
206,981593,7
206,985800,13
206,990730,5
206,996941,19
207,003770,60
207,011970,60
207,999460#,430#
207,993660#,320#
207,985760,30
207,982018.0,2.0
207,976652.0,1.2
207,979742.1,2.5
207,981246.0,1.8
207,986613,10
207,989635,11
207,997139,13
208,001855,10
208,011550,70
208,017920,30
208,997610#,430#
208,990760#,160#
208,985352,7
208,981090.0,1.9
208,980398.6,1.5
208,982430.4,1.9
208,986169,5
208,990401,11
208,995940,12
209,001995,6
209,009500,60
209,017600#,110#
210,002880#,430#
209,994310#,220#
209,990073,12
209,984188.4,1.6
209,984120.2,1.5
209,982873.7,1.2
209,987147,8
209,989689,5
209,996411,14
210,000475,10
210,009410,70
210,015094,20
210,999580#,220#
210,993480,50
210,988735.3,2.4
210,987269,6
210,986653.2,1.3
210,987496.2,2.9
210,990601,7
210,995555,13
211,000893,5
211,007670,60
211,014900,90
211,023670,70
212,003240#,320#
211,998340#,220#
211,991895.9,2.0
211,991285.0,2.0
211,988868.0,1.2
211,990737.3,2.6
211,990704,3
211,996225,9
211,999787,11
212,007836,23
212,013002,11
212,023180,90
213,008800#,320#
213,001915,29
212,996561,7
212,994384,5
212,992857,3
212,992937,5
212,993885,4
212,996184,5
213,000371,11
213,006593,13
213,013011,10
213,021100,60
214,012640#,430#
214,006940#,210#
213,999803.5,2.1
213,998711,12
213,995201.3,1.6
213,996372,4
213,995363,10
213,998971,9
214,000100,6
214,006906,15
214,011481,11
214,020890,90
215,018370#,430#
215,010770#,320#
215,004660,60
215,001749,6
214,999418.4,2.3
214,998651,7
214,998745,7
215,000342,8
215,002718,8
215,006474,13
215,011725,7
215,019110,90
215,026720,110
216,022460#,430#
216,015960#,320#
216,008060#,220#
216,006306,12
216,001913.4,1.9
216,002423,4
216,000272,6
216,003190,4
216,003534,9
216,008749,10
216,011056,12
216,019135,26
216,024760,30
217,020030#,430#
217,013160#,320#
217,009372,19
217,006316,7
217,004718,5
217,003928,5
217,004632,7
217,006323,8
217,009342,12
217,013103,11
217,018309,13
217,024660#,90#
218,025450#,430#
218,016780#,320#
218,014188,29
218,008971.2,2.1
218,008696,12
218,005601.1,2.5
218,007579,5
218,007134,11
218,011650,60
218,013276,11
218,020021,19
218,023505,15
219,022140#,430#
219,017520#,220#
219,013614,17
219,011161,3
219,009478.7,2.3
219,009251,7
219,010085,7
219,012420,60
219,015530,60
219,019950,70
219,025009,14
219,031600,100
220,025910#,430#
220,022500#,320#
220,016386,19
220,015433,15
220,011392.4,1.9
220,012327,4
220,011028,8
220,014755,7
220,015770,15
220,021770,16
220,024710#,110#
220,032720,30
221,025980#,320#
221,021228,21
221,018017,15
221,015536,6
221,014254,5
221,013917,5
221,015600,60
221,018186,9
221,021870,60
221,026320,80
221,032110#,220#
221,038570#,320#
222,031080#,320#
222,024140,40
222,022494,17
222,017576.0,2.1
222,017583,8
222,015373,5
222,017844,5
222,018468,11
222,023690,90
222,026060,60
222,033570,40
222,037640#,320#
223,034610#,430#
223,029070#,210#
223,025151,15
223,021889,8
223,019734.2,2.1
223,018500.6,2.2
223,019136,7
223,020811,9
223,023980,80
223,027960,60
223,032910,90
223,038780#,320#
223,045840#,320#
224,039800#,430#
224,032110#,210#
224,029749,24
224,024096,11
224,023348,12
224,020210.4,1.9
224,021722,4
224,021466,10
224,025617,8
224,027636,16
224,034390,30
224,037880#,320#
224,046440#,430#
225,037120#,320#
225,032530#,320#
225,028486,12
225,025572,13
225,023610.5,2.8
225,023229,5
225,023951,5
225,026150,90
225,029385,11
225,033940,100
225,038970#,320#
225,045510#,430#
226,040310#,430#
226,037210#,320#
226,030861,11
226,029545,7
226,025408.2,2.1
226,026097,3
226,024904,5
226,027948,12
226,029339,12
226,035230,110
226,038250#,220#
226,046130#,320#
227,045390#,430#
227,040180#,320#
227,035304,15
227,031865,6
227,029176.2,2.1
227,027750.6,2.1
227,027702.5,2.2
227,028804,8
227,031181,9
227,034980,80
227,039470#,110#
227,045280#,220#
228,044960#,430#
228,037835,19
228,035839,7
228,031068.6,2.1
228,031019.7,2.2
228,028739.7,1.9
228,031051,5
228,031369,14
228,036310#,110#
228,038763,25
228,046000#,220#
229,048190#,430#
229,042257,14
229,038291,5
229,034957,17
229,032947,13
229,031761.4,2.6
229,032096,4
229,033506,6
229,036290,110
229,040150,70
229,045280,110
230,045270#,220#
230,042391,7
230,037055,11
230,036327,17
230,033132.3,1.3
230,034540,3
230,033940,5
230,037830,60
230,039648,16
230,046030#,150#
231,049970#,320#
231,045175,8
231,041027,12
231,038393,14
231,036302.8,1.3
231,035882.5,1.9
231,036292.2,2.9
231,038240,50
231,041126,24
231,045530#,320#
231,050750#,320#
232,049461,15
232,043475,10
232,042034,14
232,038053.6,1.5
232,038590,8
232,037154.8,1.9
232,040110#,110#
232,041182,18
232,046610#,320#
232,049740#,220#
233,052518,21
233,047595,9
233,044346,14
233,041580.1,1.5
233,040246.5,1.4
233,039634.3,2.4
233,040740,50
233,043000,60
233,046470#,120#
233,050770,90
233,056650#,250#
234,050382,9
234,048139,15
234,043599.8,2.8
234,043306,4
234,040950.3,1.2
234,042893,9
234,043317,7
234,047730#,170#
234,050159,18
234,057320#,160#
235,054890#,320#
235,050840,15
235,047255,14
235,045399,15
235,043928.1,1.2
235,044061.5,1.5
235,045285,22
235,047910,60
235,051550#,110#
235,056650#,430#
236,054990,40
236,049657,15
236,048668,15
236,045566.1,1.2
236,046570,50
236,046056.7,1.9
236,049430#,130#
236,051372,19
236,057480#,390#
237,057990#,430#
237,053629,17
237,051023,14
237,048728.3,1.3
237,048171.6,1.2
237,048407.9,1.8
237,050000#,60#
237,052870,80
237,057120#,250#
237,062200,100
238,056390#,300#
238,054637,17
238,050786.9,1.6
238,050944.6,1.2
238,049558.2,1.2
238,051980,60
238,053082,13
238,058200#,280#
238,061490#,320#
239,060660#,430#
239,057260#,210#
239,054292.0,1.6
239,052937.5,1.4
239,052161.6,1.2
239,053022.7,2.1
239,054910,160
239,058240#,220#
239,062480#,130#
239,068310#,320#
240,061200#,220#
240,056592.4,2.7
240,056164,18
240,053811.7,1.2
240,055298,15
240,055528.2,2.0
240,059760#,160#
240,062253,19
240,068950#,390#
241,064130#,320#
241,060330#,210#
241,058310,110
241,056849.7,1.2
241,056827.3,1.2
241,057651.2,1.7
241,060100#,180#
241,063690#,180#
241,068590#,250#
241,074310#,320#
242,062930#,220#
242,061640,210
242,058741.0,1.3
242,059547.4,1.2
242,058834.2,1.2
242,062000#,140#
242,063755,14
242,069570#,280#
242,073430#,430#
243,067080#,320#
243,064200#,30#
243,062002.1,2.7
243,061379.9,1.5
243,061387.3,1.6
243,063006,5
243,065480#,190#
243,069510#,220#
243,074410#,140#
244,067890#,110#
244,064204.4,2.5
244,064282.9,1.6
244,062750.6,1.2
244,065179,15
244,065999.4,2.8
244,070880#,200#
244,074040#,220#
244,081160#,400#
245,070690#,220#
245,067825,15
245,066452.8,2.0
245,065491.0,1.2
245,066359.8,1.9
245,068046.8,2.6
245,071190#,180#
245,075350#,210#
245,080860#,280#
246,070204,16
246,069774#,19#
246,067222.0,1.6
